UNIQUE_CODE,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,STATUS,GMV_10K_LEVEL_VOICE_PLATFORM,CUISINE_TYPE,SERVICE_TYPE,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,ZIP_CODE,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS
TEST##89007,2024-12-26,2025-10-05,283,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,8532,35235,1,68,23,72
TEST##86822,2024-01-22,2025-10-06,623,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13444,11706,2,79,80,81
TEST##86861,2024-02-06,2025-10-05,607,active,level_5 ($50000 to $59999),chinese_american,full_time,6.99,28800,18702,2,66,307,79
TEST##89018,2024-12-27,2025-10-06,283,active,level_1 ($10000 to $19999),advanced,full_time,8.19,7338,27530,1,76,33,65
TEST##86285,2023-10-25,2025-10-06,712,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,18179,45050,2,66,43,71
TEST##86337,2023-11-04,2025-10-06,702,active,level_1 ($10000 to $19999),chinese_american,full_time,7.59,8217,84041,2,73,45,93
TEST##87853,2024-10-29,2025-01-12,75,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,1292,02893,1,63,47,78
TEST##87531,2024-07-27,2025-10-05,435,active,level_5 ($50000 to $59999),chinese_american,full_time,6.99,27309,28345,2,62,62,65
TEST##86656,2023-12-17,2025-10-05,658,active,level_1 ($10000 to $19999),chinese_american,full_time,8.69,14130,11208,2,30,135,98
TEST##86289,2023-10-24,2025-10-06,713,active,level_1 ($10000 to $19999),chinese_american,full_time,8.59,7703,07080,1,66,60,79
TEST##85282,2023-03-30,2025-10-05,920,active,level_1 ($10000 to $19999),chinese_american,full_time,8,10305,60631,1,67,83,84
TEST##85369,2023-04-20,2025-10-06,900,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13824,02669,2,71,60,80
TEST##86087,2023-09-12,2025-10-06,755,active,level_1 ($10000 to $19999),advanced,full_time,7.69,10652,19709,2,61,34,91
TEST##85119,2023-02-02,2023-03-09,35,suspended,level_0 ($0 to $9999),chinese_american,part_time,7.59,292,55075,2,,34,101
TEST##86188,2023-09-28,2024-04-04,189,canceled,level_2 ($20000 to $29999),advanced,full_time,8.19,4803,02907,2,,48,95
TEST##86991,2024-03-01,2025-03-26,390,suspended,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,3719,07731,2,74,44,103
TEST##87198,2024-06-10,2025-10-06,483,active,level_0 ($0 to $9999),japanese,full_time,6.99,2379,11803,2,74,27,99
TEST##85292,2023-03-30,2025-10-05,920,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,8530,29223,2,72,45,82
TEST##87759,2024-09-28,2025-10-06,373,active,level_1 ($10000 to $19999),advanced,full_time,6.99,5994,34771,1,67,20,71
TEST##86167,2023-09-30,2025-01-31,489,canceled,level_0 ($0 to $9999),chinese_japanese,part_time,6.99,4662,36832,1,,11,62
TEST##87916,2024-12-03,2025-07-24,233,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,1751,73130,1,62,4,77
TEST##86866,2024-02-01,2024-02-29,28,suspended,level_0 ($0 to $9999),chinese_american,part_time,8.39,62,07026,2,,,114
TEST##86163,2023-09-29,2024-04-19,203,suspended,level_0 ($0 to $9999),chinese_american,part_time,7.59,382,L4W 3Z3,1,,,127
TEST##87261,2024-05-28,2024-06-01,4,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,10,46204,1,,,84
TEST##86909,2024-02-23,2024-05-12,79,suspended,level_1 ($10000 to $19999),chinese_american,part_time,6,24,89129,1,,,82
TEST##86536,2023-12-01,2023-12-30,29,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,265,27012,1,,,94
TEST##89011,2025-01-09,2025-02-15,37,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,11,19464,1,,,84
TEST##85525,2023-05-05,2025-06-30,787,suspended,level_2 ($20000 to $29999),chinese_american,part_time,6.99,18899,27804,2,34,82,70
TEST##89272,2025-05-08,2025-10-06,151,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,3977,32301,2,60,67,88
TEST##85557,2023-05-11,2025-10-06,879,active,level_3 ($30000 to $39999),chinese_american,full_time,5.99,28663,89142,2,70,332,103
TEST##89151,2025-03-10,2025-09-09,183,suspended,level_1 ($10000 to $19999),chinese_american,part_time,7.99,2564,23666,3,35,44,90
TEST##85691,2023-06-25,2024-04-28,308,suspended,level_2 ($20000 to $29999),chinese_japanese,part_time,7.59,915,M5N 1B1,1,,38,145
TEST##85396,2023-05-06,2025-09-25,873,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,6183,27932,2,9,26,68
TEST##89518,2025-08-05,2025-10-05,61,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,2121,25071,2,63,35,68
TEST##86361,2023-11-07,2023-11-07,0,suspended,level_4 ($40000 to $49999),chinese_american,full_time,8.59,65,29307,2,,8,94
TEST##86196,2023-09-29,2024-08-02,308,suspended,level_3 ($30000 to $39999),chinese_american,full_time,6.99,10223,29803,2,64,36,76
TEST##85552,2023-05-12,2025-10-02,874,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,7257,30294,1,57,16,73
TEST##87566,2024-07-30,2024-08-30,31,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,135,42066,1,,5,70
TEST##86836,2024-01-31,2025-10-06,614,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,26713,27215,2,63,103,79
TEST##89079,2025-02-03,2025-10-06,245,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,3365,32506,2,57,23,79
TEST##86376,2023-11-30,2025-10-06,676,active,level_0 ($0 to $9999),advanced,full_time,6.99,10114,21224,2,85,96,88
TEST##85593,2023-05-27,2024-12-31,584,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9655,29406,1,,31,68
TEST##86158,2023-09-21,2025-10-05,745,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,25175,12010,2,69,99,102
TEST##85361,2023-04-21,2023-11-29,222,suspended,level_1 ($10000 to $19999),advanced,full_time,6.99,1447,98501,1,,9,105
TEST##86958,2024-02-21,2024-03-03,11,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,108,67235,1,,10,62
TEST##85815,2023-07-31,2025-10-03,795,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,3343,37204,1,14,3,61
TEST##87575,2024-08-03,2024-09-08,36,suspended,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,503,21921,1,,10,94
TEST##86581,2023-12-07,2024-01-02,26,suspended,level_3 ($30000 to $39999),chinese_american,part_time,6.99,897,32757,2,,15,84
TEST##87587,2024-08-05,2025-10-06,427,active,level_2 ($20000 to $29999),chinese_american,full_time,7.79,4378,32233,2,70,29,83
TEST##86056,2023-09-06,2025-10-05,760,active,level_2 ($20000 to $29999),advanced,full_time,6.99,12282,36420,2,65,22,65
TEST##86532,2023-12-02,2025-10-06,674,active,level_1 ($10000 to $19999),advanced,full_time,6.99,10097,11757,2,95,101,93
TEST##86623,2023-12-22,2024-01-09,18,suspended,level_3 ($30000 to $39999),advanced,full_time,6.99,692,30291,2,,33,119
TEST##86718,2024-01-01,2025-10-06,644,active,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,15047,29853,1,61,16,65
TEST##85723,2023-06-30,2025-10-05,828,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,15884,34481,1,60,56,81
TEST##82711,2023-01-26,2023-06-30,155,suspended,level_4 ($40000 to $49999),advanced,part_time,7.99,8848,20747,2,,108,110
TEST##85563,2023-05-11,2025-10-05,878,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,16237,28117,1,62,32,70
TEST##87112,2024-04-20,2025-10-05,533,active,level_1 ($10000 to $19999),chinese_american,full_time,7.79,7767,06010,2,67,41,91
TEST##89386,2025-07-28,2025-10-06,70,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,2039,33166,2,78,72,124
TEST##89021,2024-12-29,2025-10-06,281,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,2775,07106,1,69,28,91
TEST##86587,2023-12-09,2024-06-30,204,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,3378,67133,2,,21,85
TEST##87638,2024-08-21,2025-10-06,411,active,level_2 ($20000 to $29999),chinese_american,full_time,8.19,8800,08869,2,61,31,79
TEST##87817,2024-10-22,2025-10-05,348,active,level_6 ($60000 to $69999),chinese_american,full_time,6.99,19748,23188,2,68,89,75
TEST##85388,2023-04-23,2023-10-20,180,canceled,level_4 ($40000 to $49999),chinese_american,part_time,6.99,3583,08016,2,,33,80
TEST##87287,2024-06-10,2024-09-27,109,canceled,level_1 ($10000 to $19999),chinese_american,part_time,8.39,2037,11436,2,,45,102
TEST##86266,2023-10-26,2025-10-05,710,active,level_3 ($30000 to $39999),chinese_american,part_time,6.99,18565,08234,2,64,62,78
TEST##85257,2023-03-14,2025-10-06,937,active,level_3 ($30000 to $39999),japanese,full_time,6.99,38243,29379,1,62,158,68
TEST##85759,2023-07-12,2025-10-06,817,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,21067,19810,2,59,62,66
TEST##87082,2024-04-04,2024-04-25,21,suspended,level_1 ($10000 to $19999),advanced,part_time,6.99,234,29115,2,,27,108
TEST##89513,2025-08-06,2025-10-06,61,active,level_1 ($10000 to $19999),japanese,full_time,6.99,761,55744,1,47,10,76
TEST##87536,2024-08-01,2024-09-30,60,canceled,level_1 ($10000 to $19999),chinese_american,full_time,7.99,971,21076,1,,22,104
TEST##87365,2024-07-05,2024-07-22,17,canceled,level_1 ($10000 to $19999),japanese,full_time,6.99,133,92880,2,,5,86
TEST##89516,2025-08-06,2025-08-11,5,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,46,07505,,67,4,82
TEST##85558,2023-05-10,2025-10-04,878,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,24164,76705,2,21,282,96
TEST##87625,2024-08-18,2025-10-05,413,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,5410,21206,1,66,23,84
TEST##85523,2023-04-30,2025-10-05,889,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,24929,22309,3,71,254,103
TEST##85291,2023-09-17,2025-10-06,750,active,level_5 ($50000 to $59999),advanced,full_time,5.1,32161,70508,1,70,108,76
TEST##85988,2023-08-24,2023-10-17,54,canceled,level_3 ($30000 to $39999),chinese_american,part_time,8.59,3192,10463,3,,45,94
TEST##86653,2023-12-22,2024-04-02,102,canceled,level_2 ($20000 to $29999),japanese,full_time,6.99,3087,06489,1,,27,85
TEST##89208,2025-03-29,2025-04-27,29,suspended,level_3 ($30000 to $39999),chinese_american,part_time,6.99,379,94565,1,31,15,80
TEST##87977,2024-12-19,2025-10-05,290,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,6122,48237,2,60,28,87
TEST##85933,2023-08-17,2025-10-06,781,active,level_2 ($20000 to $29999),chinese_american,full_time,8.59,35131,32801,2,32,120,91
TEST##85272,2023-03-22,2025-10-06,929,active,level_1 ($10000 to $19999),chinese_american,part_time,8.19,7548,10605,2,14,65,94
TEST##85608,2023-05-31,2025-10-05,858,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,10935,48329,1,56,49,76
TEST##85063,2023-01-21,2025-10-06,989,active,level_4 ($40000 to $49999),chinese_japanese,part_time,6.99,23337,17344,2,29,45,75
TEST##86126,2023-09-15,2025-09-04,720,canceled,level_1 ($10000 to $19999),chinese_japanese,part_time,7.99,4975,07013,2,67,30,94
TEST##86605,2023-12-13,2024-03-16,94,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,1242,33624,1,,29,82
TEST##87029,2024-03-31,2025-10-06,554,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,8639,77515,1,64,27,89
TEST##89206,2025-04-01,2025-10-06,188,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,1906,32174,1,62,9,79
TEST##87762,2024-11-10,2025-10-06,330,active,level_3 ($30000 to $39999),advanced,full_time,5.5,10299,70068,2,79,11,75
TEST##85983,2023-08-28,2023-11-05,69,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,7.89,149,10029,1,,4,138
TEST##86616,2023-12-17,2025-04-30,500,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,1092,78727,1,,6,82
TEST##87316,2024-06-25,2024-06-25,0,canceled,level_0 ($0 to $9999),chinese_american,part_time,6.99,19,27910,2,,6,63
TEST##87527,2024-07-23,2024-07-24,1,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,13,33626,,67,4,67
TEST##86501,2024-06-11,2024-12-21,193,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,6,11237,1,80,1,115
TEST##87616,2024-09-10,2024-10-18,38,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,86,07631,2,,1,68
TEST##86815,2024-02-11,2025-10-04,601,active,level_0 ($0 to $9999),advanced,part_time,6.99,127,77379,1,59,2,61
TEST##86305,2023-10-30,2023-11-03,4,suspended,level_0 ($0 to $9999),advanced,part_time,8.29,18,20708,2,,1,79
TEST##86215,2023-10-06,2025-10-04,729,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,692,03908,1,14,1,76
TEST##85578,2023-05-16,2025-10-05,873,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,37301,29123,2,59,120,69
TEST##85019,2023-01-15,2025-10-06,995,active,level_3 ($30000 to $39999),advanced,full_time,5.1,27382,70112,2,79,123,78
TEST##86002,2023-08-29,2025-10-05,768,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,38575,34946,1,63,101,71
TEST##89561,2025-08-19,2025-10-06,48,active,level_8 ($80000 to $89999),chinese_american,full_time,6.99,6137,63136,2,67,81,92
TEST##85077,2023-01-23,2023-03-31,67,suspended,level_6 ($60000 to $69999),chinese_american,full_time,6.99,6555,62201,2,,137,107
TEST##87652,2024-08-26,2025-10-06,406,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,11521,11418,2,66,74,100
TEST##86199,2023-10-01,2023-11-16,46,canceled,level_3 ($30000 to $39999),unknown,full_time,7.59,1618,17976,2,,25,81
TEST##86171,2023-09-30,2025-10-05,736,active,level_1 ($10000 to $19999),chinese_american,part_time,7.59,3146,91303,2,13,22,94
TEST##89508,2025-08-01,2025-10-06,66,active,level_1 ($10000 to $19999),chinese_american,full_time,8.59,1116,19711,1,63,29,74
TEST##89169,2025-04-06,2025-04-11,5,suspended,level_4 ($40000 to $49999),chinese_american,full_time,6.99,201,53562,2,56,38,108
TEST##86969,2024-03-01,2024-04-04,34,canceled,level_5 ($50000 to $59999),chinese_american,full_time,6.99,1957,28659,1,,20,91
TEST##86222,2023-10-06,2023-10-08,2,suspended,level_3 ($30000 to $39999),chinese_american,part_time,6.99,167,29485,,,23,121
TEST##85537,2023-11-28,2024-07-26,241,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1847,16407,1,,9,69
TEST##86535,2024-06-18,2024-08-09,52,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,809,29732,1,,6,46
TEST##89099,2025-03-07,2025-10-06,213,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,77,11226,1,65,2,83
TEST##85757,2023-07-06,2025-10-06,823,active,level_2 ($20000 to $29999),advanced,full_time,8.19,19326,20783,2,69,80,86
TEST##87908,2024-11-30,2025-10-05,309,active,level_2 ($20000 to $29999),chinese_american,part_time,8.39,7616,18505,2,36,43,90
TEST##89152,2025-03-17,2025-10-06,203,active,level_1 ($10000 to $19999),chinese_japanese,full_time,8.29,2628,06114,2,68,29,82
TEST##86778,2024-01-23,2024-03-10,47,suspended,level_2 ($20000 to $29999),chinese_american,full_time,7.59,1233,18017,2,,22,108
TEST##87321,2024-07-24,2025-10-06,439,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,10788,08360,1,68,92,77
TEST##85581,2023-05-19,2025-10-05,870,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,23394,07643,2,66,109,79
TEST##89392,2025-07-23,2025-10-05,74,active,level_1 ($10000 to $19999),unknown,full_time,6.99,1140,29206,1,61,41,95
TEST##86239,2023-10-13,2023-11-11,29,suspended,level_3 ($30000 to $39999),chinese_american,full_time,6.99,1269,32025,1,,26,73
TEST##85386,2023-04-26,2025-10-06,894,active,level_4 ($40000 to $49999),chinese_american,part_time,6.99,24580,14425,1,18,53,78
TEST##86879,2024-02-03,2025-10-05,610,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,8993,48197,2,69,44,77
TEST##86133,2023-09-27,2025-10-05,739,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,12608,23464,1,65,61,65
TEST##85952,2023-08-20,2025-10-06,778,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,8219,48130,2,48,30,73
TEST##87622,2024-08-18,2024-09-16,29,canceled,level_0 ($0 to $9999),chinese_american,full_time,8.59,321,11220,1,,5,90
TEST##89585,2025-09-02,2025-10-06,34,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,85,98671,1,70,7,104
TEST##86057,2023-08-31,2023-09-18,18,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.99,69,21222,2,,9,191
TEST##85636,2023-06-09,2023-06-21,12,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,70,49079,2,,6,91
TEST##89588,2025-08-31,2025-10-05,35,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,289,32789,2,61,5,75
TEST##89161,2025-03-10,2025-10-06,210,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1645,36561,1,63,6,94
TEST##85259,2023-03-15,2025-10-06,936,active,level_2 ($20000 to $29999),advanced,part_time,8.09,15889,76180,2,19,216,117
TEST##85776,2023-07-14,2025-10-06,815,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,25148,89015,1,63,128,94
TEST##85301,2023-03-30,2025-10-05,920,active,level_1 ($10000 to $19999),advanced,full_time,6.99,11265,87111,1,58,25,64
TEST##85309,2024-01-08,2024-02-01,24,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,1034,35020,2,,38,76
TEST##87215,2024-05-05,2025-10-05,518,active,level_0 ($0 to $9999),chinese_american,full_time,7.59,2704,23322,1,27,5,83
TEST##87257,2024-06-03,2025-10-06,490,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,13970,36110,2,57,58,67
TEST##85902,2023-08-25,2024-12-19,482,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,5458,33445,1,,47,96
TEST##89263,2025-04-28,2025-10-06,161,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,7221,33467,1,71,37,99
TEST##87237,2024-05-20,2025-10-06,504,active,level_0 ($0 to $9999),chinese_american,full_time,7.99,3881,72901,1,78,36,102
TEST##86592,2023-12-11,2025-10-06,665,active,level_0 ($0 to $9999),japanese,full_time,6.99,3987,07202,1,65,21,83
TEST##85109,2023-01-31,2024-11-22,661,canceled,level_2 ($20000 to $29999),japanese,full_time,6.99,17114,39110,1,,39,83
TEST##87161,2024-05-01,2024-09-23,145,canceled,level_2 ($20000 to $29999),chinese_american,full_time,7.59,3593,33436,2,,49,103
TEST##89617,2025-09-23,2025-10-05,12,active,level_5 ($50000 to $59999),pizza,full_time,5,512,20017,1,62,65,119
TEST##87767,2024-10-01,2024-12-31,91,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1419,13820,2,,8,88
TEST##86637,2023-12-23,2024-08-03,224,suspended,level_2 ($20000 to $29999),chinese_japanese,part_time,7.79,4224,68128,,,20,80
TEST##85777,2023-07-16,2025-10-03,810,active,level_0 ($0 to $9999),japanese,full_time,6.99,2796,08226,2,73,10,80
TEST##86073,2023-09-04,2024-04-29,238,canceled,level_2 ($20000 to $29999),chinese_american,part_time,8.19,2871,33756,2,,21,107
TEST##87251,2024-05-22,2024-06-23,32,canceled,level_1 ($10000 to $19999),japanese,full_time,6.99,629,40965,2,,7,80
TEST##89399,2025-07-25,2025-10-05,72,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1003,17314,2,27,7,81
TEST##87567,2024-07-31,2024-08-02,2,canceled,level_2 ($20000 to $29999),advanced,full_time,6.99,37,07081,3,,2,87
TEST##85268,2023-03-18,2025-10-05,932,active,level_4 ($40000 to $49999),chinese_american,part_time,7.79,43815,14210,3,27,198,93
TEST##85252,2023-03-11,2025-04-14,765,suspended,level_2 ($20000 to $29999),chinese_american,full_time,8.59,27168,11520,1,78,159,87
TEST##85651,2023-06-10,2023-08-14,65,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8,1918,11435,,,61,101
TEST##86802,2024-01-18,2024-04-27,100,canceled,level_0 ($0 to $9999),japanese,part_time,6.99,404,55076,1,,5,81
TEST##86877,2024-02-05,2024-09-22,230,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,4522,76117,1,,48,101
TEST##85617,2023-06-03,2025-10-06,856,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,21903,14213,2,63,169,72
TEST##87075,2024-03-25,2025-10-06,560,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,5220,19425,2,62,28,75
TEST##85755,2023-07-07,2025-10-06,822,active,level_3 ($30000 to $39999),advanced,full_time,6.99,37126,71457,1,61,109,77
TEST##85708,2023-06-28,2025-05-23,695,active,level_5 ($50000 to $59999),chinese_american,full_time,7.59,27553,04401,,63,183,96
TEST##86055,2023-08-29,2025-10-05,768,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,17415,17043,1,65,31,73
TEST##85768,2023-07-14,2025-10-05,814,active,level_0 ($0 to $9999),japanese,part_time,6.99,4140,21740,2,57,13,84
